kategori,nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten
mall,Grand Indonesia,-6.1957452,106.8215929,"Grand Indonesia Shopping Town, Jalan Teluk Betung, RW 07, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10230, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Grand Indonesia Mall,-6.1957452,106.8215929,"Grand Indonesia Shopping Town, Jalan Teluk Betung, RW 07, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10230, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Grand Indonesia Shopping Town,-6.1957452,106.8215929,"Grand Indonesia Shopping Town, Jalan Teluk Betung, RW 07, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10230, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Grand Mall Makassar,-5.0504787,119.5536309,"Grand Mall, Jalan Poros Makassar - Maros, RW 06 Baniaga Desa Taroada, RW 04 Dusun Padang Sessere, Maros, Kelurahan Hasanuddin, Sulawesi Selatan, Sulawesi, 90552, Indonesia",Sulawesi Selatan,Kelurahan Hasanuddin
mall,Hartono Mall Yogyakarta,-7.7608045,110.4034239,"Reddoorz Near Hartono Mall 3 Condongcatur, Jalan Kyai Haji Wahid Hasyim, Condongcatur, Depok, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55283, Indonesia",Daerah Istimewa Yogyakarta,Sleman
mall,Joger Bali,-8.7273774,115.1771411,"Pabrik Kata-Kata Joger, Jalan Raya Kuta, Kuta, Badung, Bali, Nusa Tenggara, 80631, Indonesia",Bali,Badung
mall,Jogja City Mall,-7.7534032,110.3604711,"Jogja City Mall, Jalan Kutu Patran, Sinduadi, Mlati, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55291, Indonesia",Daerah Istimewa Yogyakarta,Sleman
mall,Kendari Plaza,-3.9805964,122.5105961,"Hotel Plaza Inn Kendari by Horison, Jalan Jenderal Ahmad Yani, Mandonga, Kendari, Sulawesi Tenggara, Sulawesi, 93117, Indonesia",Sulawesi Tenggara,Kendari
mall,Kendari Town Square,-3.9700124,122.520082,"Kendari Town Square, Jalan Saranani, Korumba, Kendari, Sulawesi Tenggara, Sulawesi, 93111, Indonesia",Sulawesi Tenggara,Kendari
mall,Krisna Oleh-oleh Bali,-8.7298532,115.1795782,"Krisna Oleh-Oleh (Bali Bypass), Jalan Bypass Ngurah Rai, Kuta, Badung, Bali, Nusa Tenggara, 80631, Indonesia",Bali,Badung
mall,Kuta Square,-8.7235249,115.1713214,"Kuta Square, Kuta, Badung, Bali, Nusa Tenggara, 80361, Indonesia",Bali,Badung
mall,Level 21 Mall Denpasar,-8.6698662,115.2143241,"Level 21 Mall Bali, 1, Jalan Teuku Umar, Dauh Puri Kelod, Denpasar Barat, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80113, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
mall,Lippo Mall Kemang,-6.2612119,106.8126979,"Lippo Mall Kemang, Jalan Kemang Village, RW 05, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12730, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Lippo Mall Kuta,-8.735344,115.166501,"Lippo Mall Kuta, Jalan Kartika Plaza, Kuta, Badung, Bali, Nusa Tenggara, 80361, Indonesia",Bali,Badung
mall,Living World Alam Sutera,-6.2448109,106.653052,"Living World Alam Sutera, Kav. 21, Jalan Alam Sutera Boulevard, Alam Sutera, Pakulonan, Serpong Utara, Tangerang Selatan, Banten, Jawa, 15325, Indonesia",Banten,Tangerang Selatan
mall,Mal Taman Anggrek,-6.1775213,106.7928343,"IKEA, Jalan Tanjung Duren Timur II, RW 07, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11440, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Mall Ambon,-3.6707484,128.1986222,"MCM Malaku City Mall, Jalan Jenderal Sudirman, Hative Kecil, Ambon, Maluku, 97128, Indonesia",Maluku,Ambon
mall,Mall Bali Galeria,-8.7230405,115.1842534,"Mall Bali Galeria, Under Pass Dewa Ruci, Kuta, Badung, Bali, Nusa Tenggara, 80361, Indonesia",Bali,Badung
mall,Mall Daya Makassar,-5.110583,119.5102471,"Daya Grand Square, Jalan Garuda, Daya, Biringkanaya, Makassar, Sulawesi Selatan, Sulawesi, 90615, Indonesia",Sulawesi Selatan,Makassar
mall,Mall GTC Makassar,-5.1695829,119.3907241,"Mall GTC, Jalan Metro Tanjung Bunga, Tanjung Merdeka, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",Sulawesi Selatan,Makassar
mall,Mall Kelapa Gading,-6.1574342,106.9083434,"Mall Kelapa Gading, Jalan Boulevard Raya, RW 18, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14240, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Mall Lembuswana Samarinda,-0.4751019,117.1472198,"Mall Lembuswana, Jalan Mayor Jenderal S. Parman, Gunung Kelua, Samarinda Ulu, Samarinda, Kalimantan Timur, Kalimantan, 75243, Indonesia",Kalimantan Timur,Samarinda
mall,Mall Mamuju,-2.669206,118.8917557,"Mamuju Town Square, Lorong Rawa Indah, Mamuju, Sulawesi Barat, Sulawesi, 91515, Indonesia",Sulawesi Barat,Mamuju
mall,Mall Mesra Samarinda,-0.5010971,117.1465089,"Mesra Indah Mall, Jalan Jamrud, Pasar Pagi, Samarinda Kota, Samarinda, Kalimantan Timur, Kalimantan, 75129, Indonesia",Kalimantan Timur,Samarinda
mall,Mall Plaza Balikpapan,-1.2781938,116.8398348,"The Plaza Balikpapan, Jalan Jenderal Sudirman, Klandasan Ilir, Balikpapan Kota, Balikpapan, Kalimantan Timur, Kalimantan, 76121, Indonesia",Kalimantan Timur,Balikpapan
mall,Mall Ratu Indah,-5.1532849,119.4173215,"Mall Ratu Indah, Jalan Sam Ratulangi, Mamajang Luar, Mamajang, Makassar, Sulawesi Selatan, Sulawesi, 90131, Indonesia",Sulawesi Selatan,Makassar
mall,Mall Samarinda Central Plaza,-0.5035318,117.1550694,"Samarinda Central Plaza (SCP), Jalan Pulau Irian, Pelabuhan, Samarinda Kota, Samarinda, Kalimantan Timur, Kalimantan, 75381, Indonesia",Kalimantan Timur,Samarinda
mall,Mall Sulteng,-0.8834237,119.8426033,"Palu Grand Mall, Jalan Diponegoro, Kecamatan Ulujadi, Palu, Sulawesi Tengah, Sulawesi, 94221, Indonesia",Sulawesi Tengah,Palu
mall,Mall Tanjung Bunga,-5.1695829,119.3907241,"Mall GTC, Jalan Metro Tanjung Bunga, Tanjung Merdeka, Tamalate, Makassar, Sulawesi Selatan, Sulawesi, 90134, Indonesia",Sulawesi Selatan,Makassar
mall,Mall Ternate,0.7914972,127.3905435,"Jatiland Mall, Jalan Sultan Iskandar Muhammad Djabir Syah, Santiong, Ternate, Maluku Utara, Maluku, 97712, Indonesia",Maluku Utara,Ternate
mall,Manhattan Times Square Medan,3.5908426,98.6266558,"Manhattan Times Square, Jalan Gagak Hitam, Sunggal, Medan Sunggal, Kota Medan ᯔᯩᯑᯉ᯲, Sumatera Utara, Sumatera, 20123, Indonesia",Sumatera Utara,Kota Medan ᯔᯩᯑᯉ᯲
mall,Mega Mall Pontianak,-0.0513705,109.3446916,"Mega Mall Parking Area, Parit Tokaya, Pontianak, Kalimantan Barat, Kalimantan, 71127, Indonesia",Kalimantan Barat,Pontianak
mall,Pacific Place Jakarta,-6.2249656,106.809825,"Pacific Place Mall, Kav 52-53, Sudirman Central Business District Southway, RW 03, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12190, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Pacific Place Mall,-6.2249656,106.809825,"Pacific Place Mall, Kav 52-53, Sudirman Central Business District Southway, RW 03, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12190, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Pakuwon Mall Jogja,-7.7582576,110.3994486,"TPB RRU Pakuwon Mall Jogja, Ring Road Utara, Condongcatur, Depok, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55283, Indonesia",Daerah Istimewa Yogyakarta,Sleman
mall,Pakuwon Mall Surabaya,-7.28906,112.6756078,"Pakuwon Mall, Jalan Mayor Jenderal Jonosewojo, Pakuwon Indah, Babatan, Wiyung, Surabaya, Jawa Timur, Jawa, 60123, Indonesia",Jawa Timur,Surabaya
mall,Palangka Raya Mall,-2.2066227,113.9153434,"Palangka Raya Mall (PALMA), Jalan Kinibalu, Palangka, Palangka Raya, Kalimantan Tengah, Kalimantan, 74874, Indonesia",Kalimantan Tengah,Palangka Raya
mall,Palembang Icon Mall,-2.9785785,104.7457881,"Palembang Icon, Jalan Angkatan 45, Ilir Barat I, Palembang, Sumatera Selatan, Sumatera, 30137, Indonesia",Sumatera Selatan,Palembang
mall,Palembang Square,-2.9761723,104.7418731,"Palembang Square, Jalan Angkatan 45, Ilir Barat I, Palembang, Sumatera Selatan, Sumatera, 30137, Indonesia",Sumatera Selatan,Palembang
mall,Palu Grand Mall,-0.8834237,119.8426033,"Palu Grand Mall, Jalan Diponegoro, Kecamatan Ulujadi, Palu, Sulawesi Tengah, Sulawesi, 94221, Indonesia",Sulawesi Tengah,Palu
mall,Paris Van Java Mall,-6.8890732,107.5960928,"Paris Van Java, Jalan Karang Tinggal, Cipedes, Sukasari, Kota Bandung, Jawa Barat, Jawa, 40161, Indonesia",Jawa Barat,Kota Bandung
mall,PIK Avenue,-6.1091097,106.7404406,"PIK Avenue, Jalan Marina Indah, RW 06, Kamal Muara, Penjaringan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14470, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Plaza Ambarrukmo Yogyakarta,-7.7817669,110.4013176,"Plaza Ambarrukmo, Jalan Laksda Adisucipto, Catur Tunggal, Depok, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55281, Indonesia",Daerah Istimewa Yogyakarta,Sleman
mall,Plaza Balikpapan,-1.2781938,116.8398348,"The Plaza Balikpapan, Jalan Jenderal Sudirman, Klandasan Ilir, Balikpapan Kota, Balikpapan, Kalimantan Timur, Kalimantan, 76121, Indonesia",Kalimantan Timur,Balikpapan
mall,Plaza Indonesia,-6.1934835,106.8228616,"Plaza Indonesia, Jalan Mohammad Husni Thamrin, RW 05, Gondangdia, Menteng, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10350, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Plaza Palu,-0.8317762,119.8800634,"Baywalk Citraland Palu, Iradatpuri, Kecamatan Mantikulore, Palu, Sulawesi Tengah, Sulawesi, 94119, Indonesia",Sulawesi Tengah,Palu
mall,Plaza Renon,-8.6730243,115.2441066,"Plaza Renon, Raya Puputan, Denpasar Timur, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80235, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
mall,Pluit Village,-6.1162602,106.789693,"WonderMind Pluit Village, Jalan Pluit Indah Raya, RW 04, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14450, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Pondok Indah Mall,-6.2653276,106.7846567,"Pondok Indah Mall 1, Jalan Metro Pondok Indah, RW 03, Pondok Pinang, Kebayoran Lama, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12310, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Royal Plaza Surabaya,-7.3091349,112.7342835,"Royal Plaza, 16-18, Jalan Jenderal Achmad Yani, RW 04, Wonokromo, Surabaya, Jawa Timur, Jawa, 60231, Indonesia",Jawa Timur,Surabaya
mall,Senayan City,-6.2273179,106.7971805,"Senayan City, Jalan Asia Afrika, RW 02, Gelora, Tanah Abang, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10270, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Solo Paragon Mall,-7.5624618,110.8099966,"Solo Paragon Mall, Jalan Yosodipuro, Purwosari, Surakarta, Jawa Tengah, Jawa, 57139, Indonesia",Jawa Tengah,Surakarta
mall,Summarecon Mall Bekasi,-6.2259971,107.0010731,"Summarecon Mall Bekasi, Jalan Bulevar Ahmad Yani, Summarecon Bekasi, Summarecon, Margajaya, Bekasi, Jawa Barat, Jawa, 17142, Indonesia",Jawa Barat,Bekasi
mall,Summarecon Mall Serpong,-6.2406997,106.6284149,"Summarecon Mall Serpong, Jalan Boulevard Gading Serpong, Gading Serpong, Rumpak Sinang, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Jawa, 15811, Indonesia",,Kabupaten Tangerang
mall,Sun Plaza Medan,3.5822609,98.6719101,"Sun Plaza, 7, Jalan Jenggala, Medan Polonia, Kota Medan ᯔᯩᯑᯉ᯲, Sumatera Utara, Sumatera, 20152, Indonesia",Sumatera Utara,Kota Medan ᯔᯩᯑᯉ᯲
mall,Trans Studio Mall Bandung,-6.9256414,107.6367469,"Trans Studio Mall, #289, Maleer Indah I, Maleer, Batununggal, Kota Bandung, Jawa Barat, Jawa, 40273, Indonesia",Jawa Barat,Kota Bandung
mall,Tunjungan Plaza Surabaya,-7.2623869,112.739006,"Tunjungan Plaza, Jalan Mergoyoso, RW 10, Kedungdoro, Tegalsari, Surabaya, Jawa Timur, Jawa, 60011, Indonesia",Jawa Timur,Surabaya
monumen,Monumen Kalteng,-0.9607732,114.8977017,"Monumen Panglima Batur, Jalan Manggis, Muara Teweh, Barito Utara, Kalimantan Tengah, Kalimantan, 73811, Indonesia",Kalimantan Tengah,Barito Utara
monumen,Monumen Kaltim,-1.2792545,116.8222491,"Lingkungan Monumen Perjuangan Rakyat Balikpapan, Klandasan Ulu, Balikpapan Kota, Balikpapan, Kalimantan Timur, Kalimantan, Indonesia",Kalimantan Timur,Balikpapan
monumen,Monumen Kapal Selam,-7.265434,112.7503063,"Monumen Kapal Selam, 39, Jalan Pemuda, RW 05, Embong Kaliasin, Genteng, Surabaya, Jawa Timur, Jawa, 60272, Indonesia",Jawa Timur,Surabaya
monumen,Monumen Mandala,-5.1377059,119.4136222,"Monumen Mandala, Jalan Jenderal Sudirman, Sawerigading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90114, Indonesia",Sulawesi Selatan,Makassar
monumen,Monumen Nani Wartabone,0.5304033,123.0588683,"Monumen Nani Wartabone, Jalan Kalengkongan, Tenda, Gorontalo, Sulawesi, 96133, Indonesia",Gorontalo,Gorontalo
monumen,Monumen Nasional,-6.1754024,106.8271692,"Monumen Nasional, Jalan Medan Merdeka Utara, RW 02, Gambir, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10110, Indonesia",,Daerah Khusus ibukota Jakarta
monumen,Monumen Pancasila Sakti,-6.2883341,106.9068968,"Monumen Pancasila Sakti, Gang Bahagia II, RW 09, Lubang Buaya, Cipayung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13810, Indonesia",,Jakarta Timur
monumen,Monumen Pattimura,-3.3060388,128.9589707,"Monumen Ir. Soekarno, Jalan Kapitan Pattimura, Masohi, Maluku Tengah, Maluku, 97511, Indonesia",Maluku,Maluku Tengah
monumen,Monumen Tugu Pahlawan,-7.2454453,112.7378996,"UPTD Monumen Tugu Pahlawan Dan Museum Sepuluh Nopember, Jalan Pahlawan, RW 01, Alon-Alon Contong, Bubutan, Surabaya, Jawa Timur, Jawa, 60174, Indonesia",Jawa Timur,Surabaya
museum,Museum Aceh,5.5488323,95.3209836,"Museum Aceh, Jalan Baperis, Peuniti, Baiturrahman, Banda Aceh, Aceh, Sumatera, 23116, Indonesia",Aceh,Banda Aceh
museum,Museum Agung Rai,-8.5228684,115.2647695,"Agung Rai Museum of Art (ARMA), Jalan Raya Pengosekan, Ubud, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
museum,Museum Angkut,-7.878829,112.5201389,"Museum Angkut, Jalan Terusan Sultan Agung, Pesanggrahan, Kota Batu, Jawa Timur, Jawa, 65314, Indonesia",Jawa Timur,Kota Batu
museum,Museum Angkut Batu,-7.878829,112.5201389,"Museum Angkut, Jalan Terusan Sultan Agung, Pesanggrahan, Kota Batu, Jawa Timur, Jawa, 65314, Indonesia",Jawa Timur,Kota Batu
museum,Museum Bahari,-6.1268288,106.8083185,"Museum Bahari, Jalan Pasar Ikan, RW 04, Penjaringan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14470, Indonesia",,Daerah Khusus ibukota Jakarta
museum,Museum Bahari Jakarta,-6.1268288,106.8083185,"Museum Bahari, Jalan Pasar Ikan, RW 04, Penjaringan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14470, Indonesia",,Daerah Khusus ibukota Jakarta
museum,Museum Balanga,-2.1956114,113.9016328,"Museum Balanga Kalimantan Tengah, Km 2.5, Jalan Tekukur II, Palangka, Palangka Raya, Kalimantan Tengah, Kalimantan, 73112, Indonesia",Kalimantan Tengah,Palangka Raya
museum,Museum Balaputera Dewa,-2.9504719,104.7302812,"Museum Balaputera Dewa, 288, Jalan Srijaya, Alang-Alang Lebar, Palembang, Sumatera Selatan, Sumatera, 30139, Indonesia",Sumatera Selatan,Palembang
museum,Museum Bali,-8.6575395,115.2186817,"Museum Bali, Gang I, Dangin Puri, Denpasar Timur, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80232, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
museum,Museum Bank Indonesia,-6.1371853,106.8129483,"Museum Bank Indonesia, Jalan Kali Besar Timur, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
museum,Museum Bank Mandiri,-6.1381577,106.8133167,"Museum Bank Mandiri, 1, Jalan Asemka, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
museum,Museum Batik Pekalongan,-6.878642,109.675579,"Museum Batik Pekalongan, 1, Jalan Jetayu, Poncol, Pekalongan, Jawa Tengah, Jawa, 51142, Indonesia",Jawa Tengah,Pekalongan
museum,Museum Batik Yogyakarta,-7.795401,110.3773503,"Batik Museum, Jalan Dokter Sutomo, Baciro, Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55225, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta
museum,Museum Benteng Vredeburg,-7.8001537,110.3663364,"Benteng Vredeburg, Jalan Margo Mulyo, Kampung Ketandan, Prawirodirjan, Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55122, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta
museum,Museum Bung Hatta Bukittinggi,-0.3062956,100.3688874,"Istana Bung Hatta, Jalan H. Agus Salim, Panorama, Kayu Kubu, Bukittinggi, Sumatera Barat, Sumatera, 26115, Indonesia",Sumatera Barat,Bukittinggi
museum,Museum Danar Hadi,-7.5687599,110.8163702,"House of Danar Hadi, Jalan Brigadir Jenderal Slamet Riyadi, Timuran, Surakarta, Jawa Tengah, Jawa, 57132, Indonesia",Jawa Tengah,Surakarta
museum,Museum Dharma Wiratama,-7.782439,110.3754535,"Museum Pusat TNI AD ""Dharma Wiratama"", Jalan Cik di Tiro, Terban, Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55223, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta
museum,Museum Dirgantara Mandala,-7.7897642,110.4161938,"Museum Dirgantara Mandala TNI AU, Jalan Lettu Tpt Sapardal, Banguntapan, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55198, Indonesia",Daerah Istimewa Yogyakarta,Bantul
museum,Museum Dirgantara Mandala Yogyakarta,-7.7897642,110.4161938,"Museum Dirgantara Mandala TNI AU, Jalan Lettu Tpt Sapardal, Banguntapan, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55198, Indonesia",Daerah Istimewa Yogyakarta,Bantul
museum,Museum Fatahillah,-6.1351548,106.813289,"Museum Sejarah Jakarta, 1, Taman Fatahillah, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
museum,Museum Geologi Bandung,-6.9003424,107.620961,"Museum Geologi, 57, Jalan Diponegoro, Cihaurgeulis, Cibeunying Kaler, Kota Bandung, Jawa Barat, Jawa, 40122, Indonesia",Jawa Barat,Kota Bandung
museum,Museum Kalimantan Barat,-0.0483232,109.3425506,"Museum Kalimantan Barat, Parit Tokaya, Pontianak, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Pontianak
museum,Museum Kalimantan Tengah,-2.1956114,113.9016328,"Museum Balanga Kalimantan Tengah, Km 2.5, Jalan Tekukur II, Palangka, Palangka Raya, Kalimantan Tengah, Kalimantan, 73112, Indonesia",Kalimantan Tengah,Palangka Raya
museum,Museum Kalimantan Utara,-3.3024355,114.6091698,"STMIK Indonesia Banjarmasin, Jalan Museum Perjuangan, Sungai Jingah, Banjarmasin Utara, Banjarmasin, Kalimantan Selatan, Kalimantan, 70121, Indonesia",Kalimantan Selatan,Banjarmasin
museum,Museum Kapuas,0.0833669,111.4914561,"Museum Dara Juanti, Pangeran Kuning, Kapuas Kiri Hulu, Sintang, Kalimantan Barat, Kalimantan, 78613, Indonesia",Kalimantan Barat,Sintang
museum,Museum Kartini Jepara,-6.5887998,110.6675049,"Museum RA.Kartini, Jalan Patimura, Ujungbatu, Jepara, Jawa Tengah, Jawa, 59411, Indonesia",Jawa Tengah,Jepara
museum,Museum Keprajuritan,-6.3056878,106.8968058,"Museum Keprajuritan Indonesia, Jalan Mabes Hankam, RW 02, Ceger, Cipayung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13890, Indonesia",,Jakarta Timur
museum,Museum Keramik,-6.1342607,106.8144771,"Museum Seni Rupa dan Keramik, Jalan Kemukus, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
museum,Museum Keraton Surakarta,-7.5784379,110.8283543,"Museum Keraton Surakarta, Jalan Mloyokusuman, Baluwarti, Surakarta, Kecamatan Pasar Kliwon, Jawa Tengah, Jawa, 57118, Indonesia",Jawa Tengah,Surakarta
museum,Museum Keris,-7.5689811,110.8109454,"Museum Keris Nusantara, Jalan Bhayangkara, Sriwedari, Surakarta, Jawa Tengah, Jawa, 57143, Indonesia",Jawa Tengah,Surakarta
museum,Museum Keris Nusantara Solo,-7.5689811,110.8109454,"Museum Keris Nusantara, Jalan Bhayangkara, Sriwedari, Surakarta, Jawa Tengah, Jawa, 57143, Indonesia",Jawa Tengah,Surakarta
museum,Museum Konferensi Asia Afrika,-6.921073,107.6096452,"Museum Konferensi Asia-Afrika, 65, Jalan Asia Afrika, Braga, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40111, Indonesia",Jawa Barat,Kota Bandung
museum,Museum Kota Makassar,-5.134618,119.4086104,"Museum Kota Makassar, Jalan Balai Kota, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Sulawesi Selatan,Makassar
museum,Museum La Galigo,-5.1345696,119.4057161,"Museum La Galigo, 2, Jalan Ujung Pandang, Bulogading, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90221, Indonesia",Sulawesi Selatan,Makassar
museum,Museum Layang-layang,-6.3078393,106.7906265,"Museum Layang-layang Indonesia, Jalan Haji Kamang, RW 10, Pondok Labu, Cilandak, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12450, Indonesia",,Daerah Khusus ibukota Jakarta
museum,Museum Le Mayeur,-8.674991,115.263716,"Museum Le Mayeur, Jalan Sanur Beach Street Walk, Sanur Kaja, Denpasar Selatan, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80030, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
museum,Museum Lubang Buaya,-6.3008429,106.8914087,"Museum Indonesia, Jalan Taman Mini Indonesia Indah, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13560, Indonesia",,Jakarta Timur
museum,Museum Majapahit,-7.5600584,112.3805254,"Museum Majapahit Trowulan, Jalan Jayanegara 01, Trowulan, Mojokerto, Jawa Timur, Jawa, 61362, Indonesia",Jawa Timur,Trowulan
museum,Museum Maluku Utara,2.0343944,128.2956849,"Museum Trikora, Jalan Mac Arthur - Trans Morotai, Gotalamo, Pulau Morotai, Maluku Utara, Maluku, Indonesia",Maluku Utara,Pulau Morotai
museum,Museum Mandala Wangsit Siliwangi,-6.9173055,107.6111041,"Museum Mandala Wangsit Siliwangi, 38, Jalan Lembong, Braga, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40111, Indonesia",Jawa Barat,Kota Bandung
museum,Museum Mulawarman,-0.413277,116.9900654,"Museum Mulawarman, 26, Jalan Pangeran Diponegoro, Panji, Kutai Kartanegara, Kalimantan Timur, Kalimantan, 75513, Indonesia",Kalimantan Timur,Kutai Kartanegara
museum,Museum Mulawarman Tenggarong,-0.413277,116.9900654,"Museum Mulawarman, 26, Jalan Pangeran Diponegoro, Panji, Kutai Kartanegara, Kalimantan Timur, Kalimantan, 75513, Indonesia",Kalimantan Timur,Kutai Kartanegara
museum,Museum Multatuli,-6.3605216,106.2472601,"Museum Multatuli, Jalan Abdi Negara, Rangkasbitung, Lebak, Jawa, 42312, Indonesia",,Rangkasbitung
museum,Museum Musik Indonesia Malang,-7.9882707,112.6265568,"Museum Musik Indonesia, Jalan Nusa Kambangan No. 19, Jalan Nusa Kambangan, Kasin, Kota Malang, Jawa Timur, Jawa, 65117, Indonesia",Jawa Timur,Kota Malang
museum,Museum Nasional Indonesia,-6.5987871,106.7938611,"Museum Nasional Sejarah Alam Indonesia, Jalan Kantor Batu, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia",Jawa Barat,Bogor
museum,Museum Negeri Banten,-6.116236,106.1500356,"Museum Negeri Banten, Jalan Brigadir Jenderal KH. Samun, Kotabaru, Serang, Serang ᮞᮦᮛᮀ, Jawa, 42112, Indonesia",,Serang ᮞᮦᮛᮀ
museum,Museum Negeri Mataram,-8.585067,116.0858857,"Museum Negeri NTB, Jalan Panji Tilar Negara, Kekalik Kijang, Kel. Kekalik Jaya, BTN Kekalik, Mataram, Kec. Ampenan, Nusa Tenggara Barat, Nusa Tenggara, 83215, Indonesia",Nusa Tenggara Barat,Mataram
museum,Museum Negeri Nusa Tenggara Barat,-8.585067,116.0858857,"Museum Negeri NTB, Jalan Panji Tilar Negara, Kekalik Kijang, Kel. Kekalik Jaya, BTN Kekalik, Mataram, Kec. Ampenan, Nusa Tenggara Barat, Nusa Tenggara, 83215, Indonesia",Nusa Tenggara Barat,Mataram
