kategori,nama_wisata,latitude,longitude,alamat,provinsi,kota_kabupaten
wisata kuliner,Pasar Lama Tangerang,-6.1779396,106.6300758,"Kawasan Kuliner Pasar Lama, Jalan Kisamaun, Sukasari, Tangerang, Banten, Jawa, 15520, Indonesia",Banten,Tangerang
kebun binatang,Kebun Binatang Bandung,-6.8911349,107.6069181,"Kebun Binatang Bandung, 6, Jalan Taman Sari, Taman Utara, Lebak Siliwangi, Coblong, Kota Bandung, Jawa Barat, Jawa, 40131, Indonesia",Jawa Barat,Kota Bandung
kebun binatang,Kebun Binatang Gembira Loka,-7.8055166,110.3970178,"Kebun Binatang Gembira Loka, 2, Jalan Kebun Raya, Rejowinangun, Kotagede, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55171, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta
kebun binatang,Kebun Binatang Medan,3.482373,98.6445839,"Kebun Binatang Medan, Namo Mbelin, Deli Serdang, Sumatera Utara, Sumatera, Indonesia",Sumatera Utara,Deli Serdang
kebun binatang,Kebun Binatang Medan Zoo,3.482373,98.6445839,"Kebun Binatang Medan, Namo Mbelin, Deli Serdang, Sumatera Utara, Sumatera, Indonesia",Sumatera Utara,Deli Serdang
kebun binatang,Medan Zoo,3.482373,98.6445839,"Kebun Binatang Medan, Namo Mbelin, Deli Serdang, Sumatera Utara, Sumatera, Indonesia",Sumatera Utara,Deli Serdang
kebun binatang,Kebun Binatang Kaltim Samarinda,-0.4469975,117.2089424,"Kebun Binatang Mini, Samarinda Bontang Road, Tanah Merah, Samarinda Utara, Samarinda, Kalimantan Timur, Kalimantan, 75118, Indonesia",Kalimantan Timur,Samarinda
wisata edukasi,Kebun Binatang Ragunan,-6.3114056,106.8216699,"Kebun Binatang Ragunan, Jalan Haji Matasan, RW 04, Kebagusan, Pasar Minggu, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12620, Indonesia",,Daerah Khusus ibukota Jakarta
kebun binatang,Kebun Binatang Surabaya,-7.2957723,112.7358105,"Kebun Binatang Surabaya, 1, Jalan Setail, RW 05, Darmo, Wonokromo, Surabaya, Jawa Timur, Jawa, 60421, Indonesia",Jawa Timur,Surabaya
wisata edukasi,Kebun Raya Bogor,-6.5983032,106.7994187,"Kebun Raya Bogor, Bogor Tengah, Bogor, Jawa Barat, Jawa, Indonesia",Jawa Barat,Bogor
wisata edukasi,Kebun Raya Cibodas,-6.7366316,107.0079063,"Kebun Raya Cibodas, Jalan Raya Kebun Cibodas, Cimacan, Cianjur, Jawa Barat, Jawa, 43253, Indonesia",Jawa Barat,Cianjur
wisata edukasi,Kebun Raya Purwodadi,-7.7998333,112.741642,"Kebun Raya Purwodadi, Jalan Raya Surabaya - Malang, Kertosari, Pasuruan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Pasuruan
gunung,Gunung Inerie,-8.8781,120.9543,"Keli Inerie, Ngada, Nusa Tenggara Timur, Nusa Tenggara, Indonesia",Nusa Tenggara Timur,Ngada
wisata kerajaan,Keraton Kanoman Cirebon,-6.7224492,108.5680568,"Keraton Kanoman, Lemahwungkuk, Kota Cirebon, Jawa Barat, Jawa, 45118, Indonesia",Jawa Barat,Kota Cirebon
wisata kerajaan,Keraton Kasepuhan Cirebon,-6.7272941,108.5717151,"Keraton Kasepuhan, Jalan Mayor Sastraatmaja, Kesepuhan, Lemahwungkuk, Kota Cirebon, Jawa Barat, Jawa, 45133, Indonesia",Jawa Barat,Kota Cirebon
wisata kerajaan,Keraton Yogyakarta,-7.8029256,110.3651894,"Keraton Yogyakarta, Jalan Alun Alun Utara, Kampung Ketandan, Prawirodirjan, Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55000, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta
wisata edukasi,KidZania Jakarta,-6.2243077,106.8094341,"KidZania, Sudirman Central Business District Northway, RW 03, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12190, Indonesia",,Daerah Khusus ibukota Jakarta
candi,Candi Sumberawan,-7.8553522,112.6448149,"Kompleks Candi Sumberawan, Jalan Wisnu Wardhana, Pondokcandirenggoasri, Candirenggo, Kabupaten Malang, Jawa Timur, Jawa, 65153, Indonesia",Jawa Timur,Kabupaten Malang
wisata kerajaan,Kerajaan Gowa,-5.2070607,119.4524687,"Kompleks Istana Kerajaan Gowa, Sungguminasa, Somba Opu, Gowa, Sulawesi Selatan, Sulawesi, Indonesia",Sulawesi Selatan,Sulawesi
cafe view,Cafe Kopi Merapi Sleman,-7.602614,110.4459924,"Kopi Merapi, Jalan Raya Merapi Golf, Pangunrejo, Karanggeneng Umbulharjo, Umbulharjo, Cangkringan, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55583, Indonesia",Daerah Istimewa Yogyakarta,Umbulharjo
cafe view,Cafe Kopi Nako Bogor,-6.603747,106.8110497,"Kopi Nako, Jalan Bina Marga 2, Bogor Timur, Bogor, Jawa Barat, Jawa, 16143, Indonesia",Jawa Barat,Bogor
mall,Kota Kasablanka,-6.2231409,106.8434673,"Kota Kasablanka, Tebet, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, Indonesia",,Daerah Khusus ibukota Jakarta
lembah,Lembah Anai Sumatera Barat,-0.4834651,100.3381845,"Lembah Anai, X Koto, Tanah Datar, Sumatera Barat, Sumatera, Indonesia",Sumatera Barat,Tanah Datar
lembah,Lembah Baliem Papua,-3.9874041,138.8773432,"Lembah Baliem Raya, Siapma, Musatfak, Jayawijaya, Papua Pegunungan, Western New Guinea, Indonesia",Papua Pegunungan,Jayawijaya
lembah,Lembah Sari Pekanbaru,0.5719251,101.4738236,"Lembah Sari, Rumbai Timur, Pekanbaru, Pekanbaru Kota, Riau, Sumatera, 26286, Indonesia",Riau,Pekanbaru
wisata edukasi,Floating Market Lembang,-6.8187298,107.618115,"Lembang Floating Market, 33E, Jalan Baruajak, DUSUN 1, Lembang, Bandung Barat, Jawa Barat, Jawa, 40391, Indonesia",Jawa Barat,Bandung Barat
mall,Level 21 Mall Denpasar,-8.6698662,115.2143241,"Level 21 Mall Bali, 1, Jalan Teuku Umar, Dauh Puri Kelod, Denpasar Barat, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80113, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
mall,Lippo Mall Kemang,-6.2612119,106.8126979,"Lippo Mall Kemang, Jalan Kemang Village, RW 05, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12730, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Living World Alam Sutera,-6.2448109,106.653052,"Living World Alam Sutera, Kav. 21, Jalan Alam Sutera Boulevard, Alam Sutera, Pakulonan, Serpong Utara, Tangerang Selatan, Banten, Jawa, 15325, Indonesia",Banten,Tangerang Selatan
wisata lampion,Mahakam Lampion Garden Samarinda,-0.5063239,117.1196173,"Mahakam Lampion Garden, Jalan Slamet Riyadi, Karang Asam Ilir, Sungai Kunjang, Samarinda, Kalimantan Timur, Kalimantan, 75126, Indonesia",Kalimantan Timur,Samarinda
wisata religi,Makam Sunan Ampel Surabaya,-7.2299754,112.7422732,"Makam Sunan Ampel, Jalan Ampel Masjid, Masjid Agung Ampel, Ampel, Semampir, Surabaya, Jawa Timur, Jawa, 60151, Indonesia",Jawa Timur,Surabaya
wisata religi,Makam Sunan Bonang Tuban,-6.8945426,112.0633171,"Makam Sunan Bonang, Kutorejo Gang VIII, RT.03, RW.01, Kutorejo, Tuban, Jawa Timur, Jawa, 62313, Indonesia",Jawa Timur,Tuban
wisata religi,Makam Sunan Giri Gresik,-7.1688945,112.6310331,"Makam Sunan Giri, Kebomas, Gresik, Jawa Timur, Jawa, Indonesia",Jawa Timur,Gresik
wisata religi,Makam Sunan Gunung Jati Cirebon,-6.6711938,108.5400589,"Makam Sunan Gunung Jati, Kalisapu, Kabupaten Cirebon, Jawa Barat, Jawa, Indonesia",Jawa Barat,Kabupaten Cirebon
mall,Mall Kelapa Gading,-6.1574342,106.9083434,"Mall Kelapa Gading, Jalan Boulevard Raya, RW 18, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14240, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Manhattan Times Square Medan,3.5908426,98.6266558,"Manhattan Times Square, Jalan Gagak Hitam, Sunggal, Medan Sunggal, Kota Medan ᯔᯩᯑᯉ᯲, Sumatera Utara, Sumatera, 20123, Indonesia",Sumatera Utara,Kota Medan ᯔᯩᯑᯉ᯲
wisata kuliner,Martabak San Francisco Bandung,-6.9590474,107.6894384,"Martabak San Francisco, Bulevar Magna, Magna Commercial, Cisaranten Kidul, Gedebage, Kota Bandung, Jawa Barat, Jawa, 40295, Indonesia",Jawa Barat,Kota Bandung
wisata religi,Masjid 99 Kubah Makassar,-5.1437762,119.4040219,"Masjid 99 Kubah Asmaul-Husna, Jalan Penghibur, Maloku, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Sulawesi Selatan,Makassar
wisata religi,Masjid Agung Demak,-6.8947303,110.6374327,"Masjid Agung Demak, Jalan Sultan Fattah, Kauman, Demak, Jawa Tengah, Jawa, 59517, Indonesia",Jawa Tengah,Demak
wisata religi,Masjid Agung Jawa Tengah Semarang,-6.9836458,110.4455923,"Masjid Agung Jawa Tengah, Jalan Jolotundo Gang V, RW 02, Sambirejo, Gayamsari, Kota Semarang, Jawa Tengah, Jawa, 50162, Indonesia",Jawa Tengah,Kota Semarang
wisata religi,Masjid Al-Akbar Surabaya,-7.2580747,112.6782978,"Masjid Al-Akbar, Jalan Balongsari Krajan I, RW 07, Balongsari, Tandes, Surabaya, Jawa Timur, Jawa, 60184, Indonesia",Jawa Timur,Surabaya
wisata religi,Masjid Istiqlal Jakarta,-6.1702779,106.8310435,"Masjid Istiqlal, Jalan KH Hasyim Asyari, RW 08, Pasar Baru, Sawah Besar, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10110, Indonesia",,Daerah Khusus ibukota Jakarta
wisata religi,Masjid Cheng Hoo Surabaya,-7.2519525,112.7467958,"Masjid Muhammad Cheng Hoo Surabaya, Jalan Gading, RW 11, Ketabang, Genteng, Surabaya, Jawa Timur, Jawa, 60161, Indonesia",Jawa Timur,Surabaya
wisata religi,Masjid Raya Baiturrahman Aceh,5.553631,95.3171926,"Masjid Raya Baiturrahman, Jalan Mohammad Jam, Kampung Baru, Baiturrahman, Banda Aceh, Aceh, Sumatera, 23241, Indonesia",Aceh,Banda Aceh
wisata religi,Masjid Raya Bandung,-6.9218735,107.6062926,"Masjid Raya Bandung, 1, Jalan Dalem Kaum, Balonggede, Regol, Kota Bandung, Jawa Barat, Jawa, 40251, Indonesia",Jawa Barat,Kota Bandung
mall,Mega Mall Pontianak,-0.0513705,109.3446916,"Mega Mall Parking Area, Parit Tokaya, Pontianak, Kalimantan Barat, Kalimantan, 71127, Indonesia",Kalimantan Barat,Pontianak
wisata kuliner,Mie Kocok Bandung,-8.6652033,115.239048,"Mie Kocok Bandung, Jalan Merdeka, Denpasar Timur, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80235, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
air terjun,Air Terjun Moramo,-4.221149,122.7452422,"Moramo - air terjun, Konawe Selatan, Sulawesi Tenggara, Sulawesi, Indonesia",Sulawesi Tenggara,Konawe Selatan
museum,Museum Aceh,5.5488323,95.3209836,"Museum Aceh, Jalan Baperis, Peuniti, Baiturrahman, Banda Aceh, Aceh, Sumatera, 23116, Indonesia",Aceh,Banda Aceh
wisata edukasi,Museum Affandi,-7.7827543,110.3963324,"Museum Affandi, 167, Jalan Laksda Adisucipto, Catur Tunggal, Depok, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55281, Indonesia",Daerah Istimewa Yogyakarta,Sleman
wahana keluarga,Museum Angkut,-7.878829,112.5201389,"Museum Angkut, Jalan Terusan Sultan Agung, Pesanggrahan, Kota Batu, Jawa Timur, Jawa, 65314, Indonesia",Jawa Timur,Kota Batu
wisata edukasi,Museum Angkut Batu,-7.878829,112.5201389,"Museum Angkut, Jalan Terusan Sultan Agung, Pesanggrahan, Kota Batu, Jawa Timur, Jawa, 65314, Indonesia",Jawa Timur,Kota Batu
wisata edukasi,Museum Bahari Jakarta,-6.1268288,106.8083185,"Museum Bahari, Jalan Pasar Ikan, RW 04, Penjaringan, Jakarta Utara, Daerah Khusus ibukota Jakarta, Jawa, 14470, Indonesia",,Daerah Khusus ibukota Jakarta
museum,Museum Bali,-8.6575395,115.2186817,"Museum Bali, Gang I, Dangin Puri, Denpasar Timur, Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ, Bali, Nusa Tenggara, 80232, Indonesia",Bali,Denpasar ᬤᬾᬦ᭄ᬧᬲᬃ
wisata edukasi,Museum Bank Indonesia,-6.1371853,106.8129483,"Museum Bank Indonesia, Jalan Kali Besar Timur, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
wisata edukasi,Museum Batik Pekalongan,-6.878642,109.675579,"Museum Batik Pekalongan, 1, Jalan Jetayu, Poncol, Pekalongan, Jawa Tengah, Jawa, 51142, Indonesia",Jawa Tengah,Pekalongan
museum,Museum Nusa Tenggara Timur,-10.1589523,123.6196131,"Museum Daerah Nusa Tenggara Timur, Jalan Frans-Seda, Perumahan Artha Graha, Kec. Kelapa Lima, TDM, Kupang, Nusa Tenggara Timur, Nusa Tenggara, 85228, Indonesia",Nusa Tenggara Timur,Kupang
museum,Museum Dirgantara Mandala,-7.7897642,110.4161938,"Museum Dirgantara Mandala TNI AU, Jalan Lettu Tpt Sapardal, Banguntapan, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55198, Indonesia",Daerah Istimewa Yogyakarta,Bantul
wisata edukasi,Museum Dirgantara Mandala Yogyakarta,-7.7897642,110.4161938,"Museum Dirgantara Mandala TNI AU, Jalan Lettu Tpt Sapardal, Banguntapan, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55198, Indonesia",Daerah Istimewa Yogyakarta,Bantul
wisata edukasi,Museum Geologi Bandung,-6.9003424,107.620961,"Museum Geologi, 57, Jalan Diponegoro, Cihaurgeulis, Cibeunying Kaler, Kota Bandung, Jawa Barat, Jawa, 40122, Indonesia",Jawa Barat,Kota Bandung
museum,Museum Lubang Buaya,-6.3008429,106.8914087,"Museum Indonesia, Jalan Taman Mini Indonesia Indah, Taman Mini Indonesia Indah (TMII), Cipayung, Jakarta Timur, Daerah Khusus ibukota Jakarta, Jawa, 13560, Indonesia",,Jakarta Timur
wisata edukasi,Museum Kalimantan Barat,-0.0483232,109.3425506,"Museum Kalimantan Barat, Parit Tokaya, Pontianak, Kalimantan Barat, Kalimantan, Indonesia",Kalimantan Barat,Pontianak
wisata kerajaan,Keraton Surakarta,-7.5784379,110.8283543,"Museum Keraton Surakarta, Jalan Mloyokusuman, Baluwarti, Surakarta, Kecamatan Pasar Kliwon, Jawa Tengah, Jawa, 57118, Indonesia",Jawa Tengah,Surakarta
museum,Museum Keraton Surakarta,-7.5784379,110.8283543,"Museum Keraton Surakarta, Jalan Mloyokusuman, Baluwarti, Surakarta, Kecamatan Pasar Kliwon, Jawa Tengah, Jawa, 57118, Indonesia",Jawa Tengah,Surakarta
museum,Museum Keris Nusantara Solo,-7.5689811,110.8109454,"Museum Keris Nusantara, Jalan Bhayangkara, Sriwedari, Surakarta, Jawa Tengah, Jawa, 57143, Indonesia",Jawa Tengah,Surakarta
museum,Museum Kota Makassar,-5.134618,119.4086104,"Museum Kota Makassar, Jalan Balai Kota, Baru, Ujung Pandang, Makassar, Sulawesi Selatan, Sulawesi, 90171, Indonesia",Sulawesi Selatan,Makassar
museum,Museum Mandala Wangsit Siliwangi,-6.9173055,107.6111041,"Museum Mandala Wangsit Siliwangi, 38, Jalan Lembong, Braga, Sumur Bandung, Kota Bandung, Jawa Barat, Jawa, 40111, Indonesia",Jawa Barat,Kota Bandung
museum,Museum Sangiran,-7.4559497,110.834048,"Museum Manusia Purba Sangiran, Jalan Barokah, Gondangrejo, Karanganyar, Jawa Tengah, Jawa, Indonesia",Jawa Tengah,Karanganyar
museum,Museum Mulawarman Tenggarong,-0.413277,116.9900654,"Museum Mulawarman, 26, Jalan Pangeran Diponegoro, Panji, Kutai Kartanegara, Kalimantan Timur, Kalimantan, 75513, Indonesia",Kalimantan Timur,Kutai Kartanegara
museum,Museum Musik Indonesia Malang,-7.9882707,112.6265568,"Museum Musik Indonesia, Jalan Nusa Kambangan No. 19, Jalan Nusa Kambangan, Kasin, Kota Malang, Jawa Timur, Jawa, 65117, Indonesia",Jawa Timur,Kota Malang
museum,Museum Nasional Indonesia,-6.5987871,106.7938611,"Museum Nasional Sejarah Alam Indonesia, Jalan Kantor Batu, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia",Jawa Barat,Bogor
museum,Museum Negeri Sumatera Utara,3.5680314,98.6962362,"Museum Negeri Sumatera Utara, 51, Jalan H.M. Joni, Teladan, Medan Kota, Kota Medan ᯔᯩᯑᯉ᯲, Sumatera Utara, Sumatera, 20217, Indonesia",Sumatera Utara,Kota Medan ᯔᯩᯑᯉ᯲
wisata edukasi,Museum Pendidikan Indonesia,-8.0344195,112.64949,"Museum Pendidikan Indonesia Kota Malang, Jl. Raya Tlogowaru, Tlogowaru, Kec. Kedungkandang, Kota Malang, Jawa Timur, Jalan Tlogowaru, RW.04, KEL. TLOGOWARU, KOTA MALANG, Tlogowaru, Kota Malang, Jawa Timur, Jawa, 65133, Indonesia",Jawa Timur,Kota Malang
museum,Museum Pendidikan Nasional,-6.8597725,107.5941677,"Museum Pendidikan Nasional UPI, 229, Jalan Muh Yamin, Isola, Sukajadi, Kota Bandung, Jawa Barat, Jawa, 40154, Indonesia",Jawa Barat,Kota Bandung
museum,Museum Puri Lukisan Bali,-8.5050909,115.2603669,"Museum Puri Lukisan, Jalan Raya Ubud, Ubud, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
museum,Museum Dharma Wiratama,-7.782439,110.3754535,"Museum Pusat TNI AD ""Dharma Wiratama"", Jalan Cik di Tiro, Terban, Gondokusuman, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55223, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta
museum,Museum Kartini Jepara,-6.5887998,110.6675049,"Museum RA.Kartini, Jalan Patimura, Ujungbatu, Jepara, Jawa Tengah, Jawa, 59411, Indonesia",Jawa Tengah,Jepara
museum,Museum Radya Pustaka,-7.5686713,110.814407,"Museum Radya Pustaka, Jalan Brigadir Jenderal Slamet Riyadi, Timuran, Surakarta, Jawa Tengah, Jawa, 57132, Indonesia",Jawa Tengah,Surakarta
wisata edukasi,Museum Fatahillah,-6.1351548,106.813289,"Museum Sejarah Jakarta, 1, Taman Fatahillah, RW 06, Pinangsia, Taman Sari, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11110, Indonesia",,Daerah Khusus ibukota Jakarta
wisata edukasi,Museum Sonobudoyo,-7.8023442,110.3644129,"Museum Sonobudoyo Unit I, 06, Jalan Pangurakan, Kampung Ketandan, Prawirodirjan, Gondomanan, Kota Yogyakarta, Daerah Istimewa Yogyakarta, Jawa, 55122, Indonesia",Daerah Istimewa Yogyakarta,Kota Yogyakarta
museum,Museum Sumpah Pemuda,-6.1838168,106.8430499,"Museum Sumpah Pemuda, Jalan Kramat Raya, RW 09, Kwitang, Senen, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10450, Indonesia",,Daerah Khusus ibukota Jakarta
museum,Museum Taman Prasasti,-6.1723713,106.8195429,"Museum Taman Prasasti, Jalan Tanah Abang I, RW 08, Petojo Selatan, Gambir, Jakarta Pusat, Daerah Khusus ibukota Jakarta, Jawa, 10320, Indonesia",,Daerah Khusus ibukota Jakarta
museum,Museum Tani Jawa Indonesia,-7.9243964,110.3715199,"Museum Tani Jawa Indonesia, Jalan Imogiri Siluk Panggang, Kebonagung, Imogiri, Bantul, Daerah Istimewa Yogyakarta, Jawa, 55782, Indonesia",Daerah Istimewa Yogyakarta,Kebonagung
museum,Museum Trinil Ngawi,-7.3743213,111.357806,"Museum Trinil Ngawi, Jalan Raya Solo - Ngawi, Sukosari, Gemarang, Ngawi, Jawa Timur, Jawa, Indonesia",Jawa Timur,Ngawi
wisata edukasi,Museum Tsunami Aceh,5.5478201,95.3151652,"Museum Tsunami Aceh, Jalan Sultan Iskandar Muda, Suka Ramai, Baiturrahman, Banda Aceh, Aceh, Sumatera, 23116, Indonesia",Aceh,Banda Aceh
museum,Museum Ullen Sentalu,-7.5976484,110.4233962,"Museum Ullen Sentalu, Taman Kaliurang, Kaliurang, Hargobinangun, Pakem, Sleman, Daerah Istimewa Yogyakarta, Jawa, 55583, Indonesia",Daerah Istimewa Yogyakarta,Hargobinangun
wisata edukasi,Museum Zoologi Bogor,-6.6035575,106.7969138,"Museum Zoologi, 9, Jalan Otto Iskandardinata, Bogor Tengah, Bogor, Jawa Barat, Jawa, 16122, Indonesia",Jawa Barat,Bogor
wisata kuliner,Nasi Kapau Bukittinggi,-6.1756359,106.7817377,"Nasi Kapau Bukittinggi, Jalan Salak Raya, RW 05, Tanjung Duren Utara, Grogol Petamburan, Jakarta Barat, Daerah Khusus ibukota Jakarta, Jawa, 11430, Indonesia",,Daerah Khusus ibukota Jakarta
museum,Museum Neka,-8.4918367,115.2536188,"Neka Art Museum, Raya Sanggingan, Ubud, Kecamatan Ubud, Gianyar, Bali, Nusa Tenggara, 80571, Indonesia",Bali,Gianyar
wisata edukasi,Observatorium Bosscha,-6.8244765,107.61602,"Observatorium Bosscha, #KM15, Jalan Peneropong Bintang, Lembang, Bandung Barat, Jawa Barat, Jawa, 40391, Indonesia",Jawa Barat,Bandung Barat
mall,Pacific Place Jakarta,-6.2249656,106.809825,"Pacific Place Mall, Kav 52-53, Sudirman Central Business District Southway, RW 03, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus ibukota Jakarta, Jawa, 12190, Indonesia",,Daerah Khusus ibukota Jakarta
mall,Pakuwon Mall Surabaya,-7.28906,112.6756078,"Pakuwon Mall, Jalan Mayor Jenderal Jonosewojo, Pakuwon Indah, Babatan, Wiyung, Surabaya, Jawa Timur, Jawa, 60123, Indonesia",Jawa Timur,Surabaya
mall,Palembang Icon Mall,-2.9785785,104.7457881,"Palembang Icon, Jalan Angkatan 45, Ilir Barat I, Palembang, Sumatera Selatan, Sumatera, 30137, Indonesia",Sumatera Selatan,Palembang
mall,Palembang Square,-2.9761723,104.7418731,"Palembang Square, Jalan Angkatan 45, Ilir Barat I, Palembang, Sumatera Selatan, Sumatera, 30137, Indonesia",Sumatera Selatan,Palembang
pantai,Pantai Balekambang,-8.4030438,112.5364708,"Pantai Balekambang Malang, Jalan Balaikambang, Balaikambang, Kabupaten Malang, Jawa Timur, Jawa, 65179, Indonesia",Jawa Timur,Kabupaten Malang
pantai,Pantai Bira,-5.6076102,120.4434226,"Pantai Bara (Bara beach), Pelabuhan Feri Bira, Bulukumba, Bira, Sulawesi Selatan, Sulawesi, 92551, Indonesia",Sulawesi Selatan,Sulawesi
pantai,Pantai Baron,-8.1289468,110.5491797,"Pantai Baron, Kemadang, Tanjungsari, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
pantai,Pantai Bentar,-7.7800155,113.2762115,"Pantai Bentar, Probolinggo, Jawa Timur, Jawa, Indonesia",Jawa Timur,Probolinggo
pantai,Pantai Boom,-8.2067756,114.3837475,"Pantai Boom, Krajan, Banyuwangi, Kampungmandar, Banyuwangi, Jawa Timur, Jawa, 68419, Indonesia",Jawa Timur,Banyuwangi
pantai,Pantai Canggu,-8.6600724,115.1308276,"Pantai Canggu, Canggu, Kuta Utara, Badung, Bali, Nusa Tenggara, Indonesia",Bali,Badung
pantai,Pantai Dreamland,-8.7991734,115.1175866,"Pantai Dreamland, Pecatu, Kuta Selatan, Badung, Bali, Nusa Tenggara, 80163, Indonesia",Bali,Badung
pantai,Pantai Drini,-8.1380974,110.5783985,"Pantai Drini, Banjarejo, Tanjungsari, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
pantai,Pantai Glagah,-7.9046994,110.0774413,"Pantai Glagah, Glagah, Temon, Kulonprogo, Daerah Istimewa Yogyakarta, Jawa, 55654, Indonesia",Daerah Istimewa Yogyakarta,Kulonprogo
pantai,Pantai Indrayanti,-8.1498929,110.6113168,"Pantai Indrayanti, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
pantai,Pantai Jogan,-8.1802349,110.67649,"Pantai Jogan, Purwodadi, Tepus, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, 55882, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
pantai,Pantai Watu Karung,-8.2402291,110.9828998,"Pantai Kasap, Watu Karung, Pacitan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Pacitan
pantai,Pantai Klayar,-8.2246926,110.9484172,"Pantai Klayar, Pacitan, Jawa Timur, Jawa, Indonesia",Jawa Timur,Pacitan
pantai,Pantai Krakal,-8.1317391,110.5449125,"Pantai Krakal Barat, Kanigoro, Saptosari, Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀, Daerah Istimewa Yogyakarta, Jawa, Indonesia",Daerah Istimewa Yogyakarta,Kabupaten Gunungkidul ꦏꦧꦸꦥꦠꦺꦤ꧀ꦒꦸꦤꦸꦁꦏꦶꦢꦸꦭ꧀
pantai,Pantai Kuta,-8.7182136,115.1687568,"Pantai Kuta, Kuta, Badung, Bali, Nusa Tenggara, Indonesia",Bali,Badung
pantai,Pantai Sawarna,-6.9872744,106.3232487,"Pantai Legon Pari, Sawarna, Lebak, Jawa, Indonesia",,Lebak
